ListingId,LotArea,OverallQual,OverallCond,TotalBsmtSF,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageArea,YearBuilt,LotFrontage,MonthSold,State,District,HouseStyle,CentralAir,SaleCondition,SalePrice
935507,9120,7,6,1026,2,0,4,8,0,240,1952,76,6,OH,Overlook,2Story,Y,Normal,233800
274590,7800,5,7,864,1,0,3,5,0,288,1946,71,8,WA,Thornbury,Townhouse,Y,Normal,165600
826458,7535,5,7,912,1,0,2,5,0,297,1941,73,10,CA,Elmwood,Townhouse,Y,Normal,234900
866891,1890,6,5,672,1,1,3,7,0,264,1928,25,11,FL,Redstone,2Story,N,Family,108800
671917,9803,7,5,866,2,1,3,7,0,603,1973,78,8,FL,Orchard Bay,1Story,Y,Normal,216500
292852,9170,5,7,1214,1,0,2,6,0,461,1941,71,5,NC,Upland,SplitLevel,Y,Normal,186700
387139,15602,7,8,1501,2,0,1,6,2,484,1950,99,5,WA,Ashcroft,1Story,Y,Normal,283200
541328,2308,6,5,855,2,1,3,6,1,440,1940,38,7,TX,Highpoint,Loft,Y,Normal,179900
714501,7596,5,5,960,2,0,4,10,0,400,1948,56,4,IN,Zephyr Cove,Townhouse,Y,Normal,121200
619772,9554,8,5,777,2,1,3,8,1,471,2006,51,1,AZ,Edgewater,2Story,Y,Partial,242400
488612,7862,6,5,1218,2,0,2,4,0,676,1938,67,7,IL,Kenwood,SplitLevel,Y,Normal,172400
462565,9600,7,9,689,2,0,3,7,1,360,1934,,7,FL,Prairie View,Ranch,Y,Normal,227400
650798,9600,5,6,1041,1,0,3,6,0,270,1931,80,6,TX,Jamestown,Ranch,N,Normal,134200
922506,14559,5,7,1008,1,0,2,6,2,288,1938,86,7,AZ,Birchwood,Ranch,Y,Normal,114700
596594,6792,7,5,1368,2,0,2,6,1,474,1948,58,12,IN,Tanglewood,Ranch,N,Normal,133000
966365,9100,5,5,864,1,0,3,5,0,624,1926,72,4,MA,Oakridge,Ranch,Y,Normal,128400
203036,9187,6,5,1084,1,1,3,5,0,484,1953,67,11,OH,Overlook,1Story,Y,Normal,151900
697229,10594,5,5,768,1,0,2,5,0,200,1916,80,5,FL,Newhaven,1Story,N,Normal,114300
357064,12220,10,5,2006,2,1,3,9,1,900,1960,90,11,CO,Belmont,1Story,Y,Normal,466600
646875,10448,6,6,689,2,1,3,7,1,583,1933,72,2,AZ,Edgewater,1Story,Y,Normal,150000
908046,10208,7,5,1264,2,1,3,7,1,889,1934,61,9,IN,Verdant Oaks,Ranch,Y,Normal,170300
571079,9531,6,5,794,2,1,3,7,0,546,1948,63,2,WA,Vinehill,2Story,Y,Normal,181300
917464,10918,7,9,1276,1,1,3,9,2,282,1937,68,6,WA,Westbrook,Townhouse,Y,Normal,249200
245211,10800,4,7,0,2,0,3,7,0,0,1919,71,12,TX,Kestrel Point,SplitLevel,Y,Normal,76300
463722,11988,6,6,1244,1,1,3,6,2,336,1929,84,5,CA,Northgate,2Story,N,Abnorml,244200
413661,5000,6,7,1004,2,0,3,7,2,420,1966,59,8,IN,Zephyr Cove,SplitLevel,N,Partial,138800
907144,40094,10,5,3138,3,1,3,11,1,884,1984,127,12,AZ,Copper Ridge,Loft,Y,Normal,595300
449762,11787,7,5,1379,2,1,3,8,1,834,1941,83,3,IL,Kenwood,Loft,N,Partial,253200
395970,7500,7,5,1257,2,0,3,6,1,453,1958,44,7,NC,Upland,1Story,Y,Normal,262600
494692,13300,5,7,928,1,0,2,4,0,252,1935,,3,NC,Valley Forge,SplitLevel,N,Normal,109500
258987,14948,9,5,1452,2,1,3,11,1,858,1976,87,7,CA,Cedar Park,1Story,Y,Normal,540000
738542,9098,4,7,528,1,0,2,5,0,0,1923,69,4,TX,Highpoint,2Story,Y,Normal,110400
587129,32668,6,3,2035,3,0,4,9,2,484,1933,,5,TX,Jamestown,1Story,N,Normal,168200
695102,10200,6,5,1461,2,0,3,5,1,600,1943,64,5,IL,Kenwood,2Story,Y,Normal,197900
566690,6155,6,8,611,2,0,3,6,0,502,1946,61,9,IN,Willowbrook,SplitLevel,Y,Family,152800
639895,7200,5,7,0,1,0,2,5,1,392,1934,64,1,TX,Highpoint,1Story,N,Normal,102300
579983,5000,1,3,0,1,0,1,2,0,0,1915,52,5,CA,Fairview,Loft,N,Normal,102800
324439,9056,8,5,707,2,1,3,6,1,403,1959,75,7,MA,Northfield,1Story,Y,Normal,236600
859437,7000,5,7,1117,1,0,3,5,0,0,1947,73,5,FL,Prairie View,Ranch,Y,Normal,141300
139091,8924,7,5,880,2,1,3,8,0,527,1944,68,8,CO,Belmont,2Story,Y,Normal,250600
579752,12735,4,5,864,1,0,3,5,0,576,1914,73,12,FL,Redstone,Loft,Y,Partial,134600
718726,11553,5,5,1051,1,1,3,7,1,336,1932,,12,NC,Upland,Townhouse,N,Partial,140800
818384,11423,8,5,1581,2,0,3,6,1,670,1942,79,10,IL,Millbrook,1Story,Y,Normal,257000
146681,14601,9,5,1838,2,0,2,8,1,765,1960,109,4,AZ,Amberton,Townhouse,N,Normal,222200
475278,11000,8,5,969,2,1,4,8,1,648,1951,,4,NY,Harborview,1Story,Y,Normal,357400
455632,10140,7,5,1650,2,0,3,7,1,583,1951,66,10,IL,Larkspur,SplitLevel,Y,Abnorml,220200
676648,4058,7,5,723,1,0,1,4,0,367,1948,,8,TX,Lindenwood,Townhouse,Y,Normal,115800
407877,17104,7,5,654,2,1,3,7,1,426,1984,94,7,TX,Highpoint,2Story,Y,Normal,260300
474006,13837,7,5,1204,2,1,4,9,0,786,1956,94,5,FL,Prairie View,Ranch,Y,Normal,268900
743961,8737,6,7,1065,1,1,3,6,1,440,1954,60,2,IL,Larkspur,1Story,Y,Partial,230500
906579,7244,5,7,768,1,0,2,5,0,624,1925,54,1,CA,Northgate,Ranch,N,Partial,183700
836393,8235,5,7,825,1,0,2,4,0,720,1933,66,1,AZ,Edgewater,1Story,Y,Family,133800
434357,9375,7,5,912,2,1,4,8,1,615,1977,61,7,CA,Northgate,Ranch,Y,Abnorml,306400
418542,4043,6,6,1069,2,0,2,4,0,440,1952,37,12,TX,Jamestown,2Story,Y,Normal,168100
683412,6000,5,6,928,1,0,3,5,0,288,1960,73,12,NC,Valley Forge,SplitLevel,Y,Normal,136600
639546,11146,8,5,1709,2,0,3,7,1,908,1959,94,9,CA,Fairview,Townhouse,N,Partial,469600
802386,8777,4,5,0,2,0,2,5,0,520,1940,79,10,TX,Ivy Ridge,SplitLevel,N,Normal,85600
467290,10625,7,5,998,2,1,3,8,1,871,1950,46,2,OH,Norwood,Townhouse,Y,Abnorml,167200
688993,6380,5,6,993,1,0,2,5,1,280,1956,49,1,CO,Belmont,2Story,Y,Normal,157400
472949,14850,5,5,1092,1,0,2,6,1,299,1950,96,10,IL,Larkspur,2Story,Y,Normal,171800
683267,11040,4,6,637,1,1,3,7,0,570,1927,76,7,OH,Pembroke,Ranch,N,Normal,94900
737191,21872,7,5,729,2,1,3,6,1,406,1944,98,6,FL,Quinton,1Story,N,Normal,194000
926305,3196,7,5,1374,2,0,2,7,1,420,1945,34,7,CA,Brookhaven,1Story,Y,Normal,282300
180311,11341,5,6,1392,1,1,3,5,1,528,1951,75,8,CA,Brookhaven,SplitLevel,Y,Normal,325600
318835,10010,5,5,1389,1,0,2,6,1,418,1952,74,10,TX,Kestrel Point,SplitLevel,Y,Normal,153900
981967,13907,5,6,996,1,0,3,6,1,0,1906,82,5,CO,Belmont,1Story,Y,Alloca,156500
503546,21780,6,7,1163,2,0,4,8,1,396,1941,106,7,FL,Prairie View,1Story,Y,Normal,171200
814391,13346,7,5,1095,2,1,4,9,1,590,1933,75,10,AZ,Edgewater,1Story,N,Normal,168200
160195,6858,6,4,806,1,1,4,6,0,216,1951,54,5,TX,Ivy Ridge,SplitLevel,Y,Normal,141100
437964,11198,9,5,1122,2,1,4,11,1,656,1949,85,7,OH,Norwood,2Story,Y,Normal,284100
193149,10171,7,5,1517,2,0,3,7,0,532,1943,68,3,TX,Highpoint,Ranch,Y,Normal,176000
288561,12327,8,8,1496,1,1,1,5,1,612,1962,81,7,TX,Kestrel Point,2Story,Y,Normal,263600
160925,7032,5,5,943,1,0,2,4,2,600,1914,62,2,NY,Maplewood,Ranch,N,Normal,179700
224106,13101,5,5,1728,2,0,6,10,0,576,1948,81,8,AZ,Amberton,Ranch,Y,Normal,184300
621142,7332,6,6,864,1,0,2,4,0,288,1933,59,10,CA,Northgate,1Story,N,Normal,171400
532668,13159,7,5,846,2,1,3,6,0,650,1951,91,6,CA,Greenfield,SplitLevel,Y,Normal,400300
976294,9967,7,5,384,2,1,3,8,1,400,1945,82,2,WA,Westbrook,2Story,Y,Family,218300
897854,10500,5,7,372,1,0,3,5,0,288,1933,78,8,IN,Underhill,Ranch,Y,Normal,99500
890474,8480,5,5,832,1,0,2,6,0,336,1921,82,4,NC,Wheatfield,1Story,Y,Normal,129400
670678,6292,7,7,861,2,0,3,6,1,216,1928,40,6,TX,Jamestown,2Story,Y,Normal,175700
330577,11777,5,6,1164,1,0,3,6,2,564,1930,69,7,OH,Quailridge,2Story,N,Normal,118400
356923,3604,7,5,689,2,0,2,5,0,540,1954,58,5,NC,Valley Forge,1Story,N,Normal,149100
651741,12150,5,5,1050,2,0,4,7,0,352,1952,88,5,CO,Clearwater,SplitLevel,N,Normal,180700
316192,14585,6,6,1144,1,0,3,7,2,572,1923,77,8,AZ,Amberton,Townhouse,Y,Normal,149900
631849,12704,8,5,2042,2,1,3,8,1,1390,1951,75,5,NY,Harborview,Ranch,Y,Normal,482300
543529,11841,6,5,816,1,0,3,5,0,0,1930,74,6,AZ,Birchwood,Loft,Y,Normal,142000
744014,13500,10,9,1237,3,1,3,9,1,880,1989,86,10,OH,Marbleton,1Story,Y,Normal,476800
456546,6120,4,7,884,1,0,3,6,0,240,1949,62,1,IL,Jasper Flats,1Story,Y,Normal,149400
678109,11443,8,5,1868,2,0,2,7,2,880,1977,,8,AZ,Amberton,2Story,Y,Normal,284900
454291,10267,6,7,816,1,0,2,5,0,275,1930,64,4,WA,Thornbury,1Story,Y,Normal,177800
522825,8740,5,6,840,1,0,2,4,0,528,1950,66,11,TX,Kestrel Point,Ranch,Y,Normal,122000
126134,25095,5,8,1437,1,0,1,5,2,452,1938,109,7,MA,Pinecrest,2Story,Y,Abnorml,187800
702741,9100,5,6,742,1,0,2,4,0,308,1932,68,7,FL,Redstone,1Story,Y,Normal,137600
184999,8320,7,5,770,2,1,3,6,0,520,1970,78,11,MA,Riverton,SplitLevel,Y,Normal,174300
355359,13478,10,5,1722,2,1,3,10,1,842,1998,76,2,IN,Tanglewood,2Story,Y,Partial,358800
330333,6600,5,8,816,1,0,2,4,0,816,1938,42,1,TX,Highpoint,1Story,N,Normal,128900
770604,4435,6,5,848,1,0,1,4,0,420,1945,54,7,FL,Newhaven,1Story,Y,Normal,177500
686556,7990,5,6,924,1,0,3,5,0,280,1919,48,6,NY,Maplewood,Townhouse,N,Normal,126100
820522,11302,8,5,1814,2,0,3,7,1,758,1955,86,1,TX,Kestrel Point,2Story,Y,Family,260400
200454,3600,6,7,684,1,0,3,7,0,216,1952,40,7,CA,Cedar Park,2Story,Y,Normal,176300
921528,3922,7,5,1258,0,2,2,7,1,648,1979,43,10,IL,Inglewood,1Story,Y,Normal,178000
573957,12984,5,6,1430,2,0,3,7,1,621,1936,72,2,CO,Clearwater,1Story,Y,Normal,241000
358554,1950,6,6,716,2,1,3,6,1,452,1932,29,6,FL,Prairie View,2Story,Y,Family,135400
248115,10927,8,5,1058,2,1,3,8,1,736,1941,61,10,TX,Jamestown,2Story,Y,Normal,268100
529074,9000,6,6,780,1,1,3,6,1,544,1933,,7,OH,Norwood,Townhouse,N,Normal,132200
484182,10041,8,5,908,2,1,3,8,1,506,1932,61,12,OH,Norwood,Ranch,Y,Normal,192500
810474,3182,7,5,600,2,1,2,4,0,480,1953,47,12,IN,Verdant Oaks,Townhouse,Y,Abnorml,89600
460815,12803,7,5,1494,2,0,3,6,1,530,1943,76,10,OH,Quailridge,1Story,N,Abnorml,145900
113194,13600,7,6,768,2,1,3,7,3,486,1952,95,3,NY,Harborview,Townhouse,Y,Normal,278500
813811,12464,5,5,1040,1,0,3,6,0,576,1954,81,12,NC,Wheatfield,1Story,Y,Normal,124900
482733,7800,5,8,896,3,0,3,8,0,230,1935,61,10,NC,Xavier Park,2Story,Y,Normal,157100
872034,12168,8,6,965,2,1,4,10,2,380,1952,73,9,WA,Westbrook,2Story,Y,Normal,312100
689422,7943,4,5,1029,1,0,3,5,0,261,1922,55,9,MA,Quarry Bend,2Story,N,Partial,161600
241748,11050,9,5,1440,2,1,3,8,2,736,1974,80,5,NY,Ironbridge,Ranch,Y,Normal,542000
525899,10395,6,6,1032,2,0,3,6,1,564,1962,61,8,IL,Larkspur,Townhouse,N,Normal,221100
809810,11885,8,5,1299,2,1,3,7,1,531,1960,75,6,FL,Stonegate,Ranch,Y,Normal,250700
987148,8402,5,5,1120,1,0,3,6,0,0,1959,45,11,MA,Pinecrest,Townhouse,N,Normal,133800
657068,1491,4,6,630,1,0,1,3,0,0,1907,34,7,CA,Northgate,Ranch,Y,Normal,110600
181116,8800,6,7,936,1,0,3,6,0,480,1969,80,10,AZ,Birchwood,Ranch,N,Family,174400
843764,7861,6,5,783,2,1,3,7,1,393,1968,76,11,FL,Orchard Bay,Ranch,N,Normal,175400
144607,7227,6,6,832,1,0,2,4,0,528,1947,56,4,CA,Greenfield,2Story,Y,Normal,315200
454706,11694,9,5,1822,2,0,3,9,1,774,1941,82,9,NC,Upland,1Story,Y,Normal,351000
228627,12244,8,5,1482,2,1,4,10,2,749,1972,46,12,AZ,Birchwood,SplitLevel,Y,Normal,322500
653237,8248,3,3,864,1,0,2,5,0,0,1895,87,12,NC,Trellis Park,1Story,Y,Normal,64800
945164,10800,6,7,1522,2,1,4,9,1,624,1910,80,3,IN,Willowbrook,1Story,Y,Normal,215800
469507,7064,5,6,980,1,0,3,6,0,484,1933,63,5,TX,Lindenwood,Loft,Y,Normal,122400
633506,2117,6,5,756,2,1,2,4,1,440,1948,34,6,NY,Ironbridge,1Story,Y,Normal,229800
687621,10400,6,5,732,1,2,4,8,1,484,1955,64,1,TX,Jamestown,1Story,Y,Normal,187600
801158,10000,6,6,1116,1,1,3,5,0,440,1957,,10,TX,Lindenwood,1Story,Y,Normal,163300
133702,12342,5,5,978,1,0,3,6,1,286,1932,,11,IL,Inglewood,Townhouse,Y,Normal,121200
209837,9600,6,6,1156,1,0,3,7,2,364,1939,61,8,IN,Verdant Oaks,Ranch,Y,Partial,124300
523173,11606,5,5,1040,1,2,5,9,2,504,1940,88,5,WA,Vinehill,2Story,Y,Normal,183200
491464,9020,6,5,1248,1,1,3,6,0,520,1933,68,9,OH,Norwood,Ranch,Y,Abnorml,132600
827064,9000,5,6,636,1,0,3,8,0,240,1934,72,5,NY,Harborview,1Story,N,Normal,168800
230092,4590,8,5,1554,2,0,2,6,1,627,1962,42,9,IN,Zephyr Cove,Loft,Y,Normal,213900
360935,11900,7,5,1386,2,0,3,6,1,544,1927,78,2,NC,Valley Forge,1Story,Y,Normal,216100
215407,9250,5,7,1056,1,0,3,6,0,260,1915,74,10,TX,Lindenwood,2Story,Y,Normal,146200
502925,6979,6,5,1056,0,0,0,4,0,576,1928,57,6,IL,Larkspur,Townhouse,N,Normal,127100
355920,10896,6,7,1440,2,0,8,14,0,0,1953,66,6,AZ,Edgewater,2Story,Y,Partial,228600
305042,6120,2,3,264,1,0,1,4,1,0,1905,51,6,CA,Elmwood,2Story,Y,Normal,139200
850165,6000,5,4,811,2,0,3,7,0,256,1941,73,6,OH,Marbleton,SplitLevel,N,Normal,93700
717663,8777,5,7,796,1,0,2,4,0,0,1942,75,9,NY,Ironbridge,1Story,N,Normal,181900
925342,3982,8,5,1520,2,0,1,7,1,648,1938,43,12,NY,Harborview,1Story,Y,Normal,366500
826291,12677,8,5,1518,1,1,1,6,1,588,1960,75,5,IL,Inglewood,Ranch,Y,Abnorml,229200
394273,7050,7,5,1057,2,1,3,7,1,650,1948,54,3,IN,Underhill,Townhouse,Y,Normal,119200
588205,13860,8,7,1952,2,1,4,9,3,538,1958,94,8,OH,Overlook,SplitLevel,N,Normal,323400
314801,10793,5,5,780,2,1,4,7,0,462,1961,63,6,OH,Marbleton,Ranch,Y,Normal,158300
746035,9187,9,5,1766,2,1,2,7,1,478,1975,65,2,IN,Underhill,Ranch,Y,Normal,206100
114289,10530,6,5,981,1,1,3,5,0,576,1951,,10,CA,Northgate,2Story,N,Normal,229300
260429,7200,5,5,0,1,0,3,7,0,420,1930,,12,FL,Redstone,Ranch,Y,Normal,100200
370719,10452,6,5,1094,1,0,3,5,2,495,1944,81,5,WA,Ashcroft,1Story,N,Normal,170900
624561,7700,6,5,756,1,1,4,7,1,442,1954,62,5,WA,Ashcroft,1Story,Y,Normal,180100
238639,1936,4,6,630,1,0,1,3,0,0,1947,22,6,IL,Larkspur,1Story,Y,Normal,101300
379557,8125,7,6,813,2,1,3,7,0,562,1934,71,6,FL,Quinton,2Story,N,Normal,191000
230821,9084,4,5,755,1,0,4,7,1,296,1937,64,6,NC,Trellis Park,2Story,Y,Normal,117800
411021,8750,7,5,880,2,1,2,7,1,512,1970,90,12,MA,Oakridge,1Story,Y,Normal,267600
458581,10320,6,7,756,1,0,3,7,0,216,1954,,11,AZ,Copper Ridge,2Story,N,Normal,163800
836737,10437,8,6,2109,2,1,2,7,1,839,1971,63,5,MA,Oakridge,1Story,Y,Normal,338900
140676,1680,6,5,525,1,1,3,6,0,264,1945,30,11,TX,Highpoint,2Story,Y,Normal,120700
376877,10007,5,7,1053,1,1,3,5,0,312,1945,65,7,NY,Ironbridge,SplitLevel,Y,Normal,175500
478388,7200,7,6,776,1,1,3,6,1,270,1953,64,5,FL,Orchard Bay,Ranch,Y,Normal,208800
325152,17503,6,5,912,1,0,3,6,1,330,1966,100,7,AZ,Amberton,1Story,Y,Normal,137300
606254,9937,5,7,1486,1,0,3,7,0,480,1959,70,10,IL,Millbrook,SplitLevel,Y,Normal,188300
817954,12384,7,7,793,2,1,3,7,1,550,1955,74,6,OH,Overlook,1Story,Y,Normal,203400
274246,46589,8,7,1629,2,1,4,8,1,711,1957,158,11,OH,Marbleton,1Story,Y,Abnorml,263700
716216,13560,6,3,1392,1,0,2,5,2,576,1954,98,6,AZ,Edgewater,Townhouse,N,Partial,144900
133691,10012,4,5,1138,2,0,3,6,0,588,1939,79,9,WA,Union Heights,1Story,Y,Normal,152800
238368,20896,8,5,2077,1,1,1,8,1,1134,1942,101,4,AZ,Birchwood,1Story,Y,Normal,272600
323167,11194,8,5,1406,2,1,3,7,1,504,1934,91,12,IN,Verdant Oaks,2Story,Y,Normal,179700
901487,18450,6,5,1021,2,1,3,7,1,596,1978,106,6,IN,Verdant Oaks,Ranch,Y,Normal,152200
818974,8125,6,5,1408,2,0,3,7,1,575,1934,69,6,TX,Lindenwood,1Story,N,Normal,147600
549325,14175,5,6,1188,1,1,3,6,1,576,1928,84,8,IN,Verdant Oaks,1Story,N,Normal,104300
941135,11600,4,5,700,1,0,2,5,1,252,1929,64,12,NY,Ironbridge,1Story,Y,Normal,181600
549254,8633,6,5,738,2,1,3,7,0,540,1941,61,2,MA,Northfield,Ranch,Y,Normal,197400
825939,6629,6,6,672,2,0,3,6,0,300,1934,52,6,FL,Quinton,Ranch,Y,Normal,146800
705135,11250,6,6,1208,1,1,3,6,1,546,1922,68,8,OH,Marbleton,1Story,Y,Normal,167500
308097,14442,6,7,1477,2,0,3,7,2,416,1955,73,6,WA,Thornbury,Townhouse,Y,Family,264300
659615,9200,6,6,1136,1,0,3,5,1,384,1948,53,10,OH,Rosewood,2Story,Y,Normal,141000
971615,2289,6,6,855,2,1,3,7,1,440,1945,,6,TX,Lindenwood,SplitLevel,Y,Normal,169900
194707,9600,4,2,1095,2,0,4,8,0,779,1935,75,4,CA,Fairview,1Story,Y,Normal,247200
538199,9022,5,8,768,1,0,2,5,0,240,1937,82,4,NC,Xavier Park,SplitLevel,N,Normal,113600
313310,11844,8,5,2046,2,1,3,7,1,834,1962,89,6,WA,Westbrook,1Story,Y,Normal,380100
859347,9945,5,5,988,1,0,3,5,0,572,1956,72,7,TX,Granite Hills,Ranch,Y,Partial,135000
855024,8012,6,5,923,2,0,2,5,1,264,1954,58,6,IL,Larkspur,Townhouse,N,Normal,141300
252497,4500,5,5,793,1,0,3,6,0,281,1941,56,2,IN,Verdant Oaks,2Story,Y,Abnorml,82100
515437,2887,6,5,1291,1,0,2,6,1,431,1928,35,6,AZ,Edgewater,Townhouse,Y,Normal,127100
830842,11248,9,5,1626,2,0,3,7,1,702,1953,71,1,OH,Marbleton,1Story,Y,Normal,287600
832409,16770,7,5,1195,2,1,4,7,0,486,1942,101,1,IN,Tanglewood,1Story,N,Normal,170100
951269,5062,7,5,1190,2,0,3,6,1,577,1933,56,6,IL,Hazelton,1Story,Y,Normal,144600
414722,10207,7,6,874,3,0,3,7,0,578,1977,65,6,CA,Fairview,SplitLevel,Y,Normal,526200
650876,5105,7,5,551,2,1,2,4,0,480,1951,48,7,WA,Westbrook,1Story,Y,Normal,187900
970800,8089,8,6,1419,2,0,2,7,1,567,1946,64,11,FL,Newhaven,1Story,Y,Abnorml,230300
375913,7577,6,5,1362,2,0,2,6,1,460,1943,64,2,TX,Kestrel Point,1Story,Y,Normal,179800
986827,4426,6,5,848,1,0,1,3,1,420,1950,44,7,NC,Valley Forge,1Story,Y,Normal,152500
738558,21535,10,6,2444,3,1,4,10,2,832,1962,83,6,FL,Newhaven,SplitLevel,Y,Normal,551000
997793,26178,7,5,1210,2,1,4,9,2,628,1945,127,5,TX,Lindenwood,1Story,Y,Normal,266700
635603,5400,5,6,1073,1,0,2,4,0,326,1968,60,6,FL,Stonegate,Loft,N,Normal,144000
107653,6120,5,6,927,1,1,3,5,0,576,1965,57,9,WA,Westbrook,Ranch,Y,Partial,173600
421176,13811,6,6,1112,2,0,2,5,1,551,1948,77,5,CA,Northgate,Ranch,N,Partial,282300
369634,6000,5,7,616,1,0,2,4,0,205,1923,,5,TX,Kestrel Point,2Story,N,Family,122800
692421,6420,5,7,980,1,0,2,6,0,308,1932,44,1,CO,Eastvale,Loft,Y,Abnorml,174600
242552,8450,5,8,894,1,0,3,5,1,336,1930,81,7,CO,Foxrun,SplitLevel,Y,Normal,182300
866146,4282,7,5,1391,2,0,2,5,0,530,1942,54,6,CA,Brookhaven,1Story,Y,Normal,306600
954013,14331,8,5,1800,2,0,3,7,1,765,1972,92,6,TX,Jamestown,1Story,N,Normal,247600
976174,9600,7,5,1164,1,1,3,6,0,528,1963,79,12,IL,Inglewood,SplitLevel,Y,Normal,186400
241944,12438,8,5,1234,2,1,4,10,1,666,1963,81,7,OH,Pembroke,2Story,Y,Normal,199400
396855,7630,5,9,360,2,0,4,8,1,672,1965,58,10,IL,Millbrook,1Story,Y,Normal,181700
494669,8400,7,5,1473,2,0,3,7,0,606,1955,57,10,CO,Dunmore,1Story,N,Normal,270000
246734,5600,4,5,0,2,0,3,7,0,0,1958,59,2,IN,Underhill,2Story,Y,Normal,76700
496463,115149,7,5,1643,2,0,2,5,2,739,1947,240,1,OH,Marbleton,1Story,Y,Normal,216700
101007,6240,8,5,1324,2,0,2,6,1,550,1934,56,7,WA,Yorkfield,2Story,Y,Normal,355400
695305,9018,7,5,728,2,1,3,8,1,400,1947,72,9,CO,Clearwater,2Story,Y,Normal,228600
188140,7162,5,7,876,1,0,3,6,0,408,1946,68,7,CO,Eastvale,SplitLevel,Y,Partial,221200
143074,4130,3,6,270,1,0,2,5,0,0,1909,21,10,NY,Lakeshore,1Story,N,Abnorml,95500
189341,8712,4,7,859,1,0,2,7,0,384,1919,72,3,AZ,Edgewater,Townhouse,Y,Partial,116600
503949,4671,8,5,1228,2,0,2,5,1,472,1956,62,1,IN,Willowbrook,1Story,Y,Family,162700
418971,9873,4,5,960,1,0,3,6,0,576,1937,60,10,FL,Prairie View,Ranch,N,Partial,127700
340834,13517,6,8,725,2,1,3,6,0,475,1909,97,11,NY,Ironbridge,1Story,Y,Normal,270400
788249,10140,6,5,1064,2,0,3,7,1,478,1943,82,6,NY,Ironbridge,Townhouse,Y,Normal,250600
210677,10800,7,8,718,1,1,3,8,0,704,1932,76,6,TX,Kestrel Point,1Story,Y,Normal,227300
596401,10000,5,6,1176,1,1,3,5,1,439,1935,74,8,NY,Lakeshore,2Story,N,Family,219000
338570,10542,7,5,1311,2,1,3,9,1,983,1967,80,8,IL,Hazelton,SplitLevel,N,Normal,194600
712701,9920,5,6,971,1,1,3,5,1,300,1934,87,8,IN,Tanglewood,Townhouse,Y,Normal,96900
864082,6563,8,5,1742,2,0,2,5,1,564,1941,61,4,TX,Highpoint,Townhouse,Y,Family,199200
230698,4426,6,5,848,1,0,1,3,0,420,1945,47,12,FL,Stonegate,1Story,N,Alloca,116700
740143,8120,4,7,864,1,0,3,5,0,463,1939,,6,OH,Quailridge,1Story,Y,Normal,105500
206638,8172,4,6,941,2,0,4,7,0,548,1932,66,4,FL,Prairie View,Loft,Y,Normal,146300
453721,13286,9,5,1698,2,0,3,8,1,768,1971,75,6,CA,Greenfield,2Story,Y,Abnorml,529100
930433,6960,4,6,864,1,0,3,5,0,660,1918,61,7,WA,Ashcroft,2Story,Y,Normal,135500
744170,21695,6,9,880,2,0,3,5,1,540,1975,104,9,OH,Pembroke,1Story,Y,Partial,206600
209217,7314,7,5,1232,2,0,2,6,0,632,1944,60,6,OH,Norwood,Loft,Y,Partial,211100
733079,11475,5,5,1584,2,0,4,9,0,888,1968,70,10,IN,Underhill,SplitLevel,Y,Normal,163500
620958,6240,4,5,780,1,0,2,5,0,539,1944,55,11,OH,Quailridge,Ranch,Y,Abnorml,100800
463468,5389,8,5,1595,2,0,2,5,1,608,1974,66,8,CA,Elmwood,2Story,Y,Normal,473400
951280,9590,7,5,868,2,0,3,6,1,438,1937,73,5,OH,Quailridge,SplitLevel,Y,Normal,135000
433623,11404,7,5,1153,2,1,3,8,1,541,1939,75,6,CO,Foxrun,2Story,Y,Normal,265200
141816,10000,5,6,864,1,0,3,6,1,264,1903,72,1,IN,Underhill,1Story,Y,Normal,97700
254799,8978,5,5,948,1,0,3,6,0,300,1928,51,7,IN,Tanglewood,2Story,Y,Normal,98300
492037,10800,7,7,880,1,1,2,6,2,320,1953,79,6,NC,Wheatfield,Townhouse,N,Normal,171900
750001,8544,3,4,0,2,0,2,6,0,400,1917,70,12,TX,Lindenwood,SplitLevel,Y,Normal,81400
840183,10463,8,5,893,2,1,3,8,1,800,1949,,12,IN,Underhill,Ranch,Y,Partial,216100
524660,10800,5,5,1200,3,0,3,5,0,0,1930,74,4,NY,Ironbridge,Townhouse,N,Normal,176800
657935,9313,7,5,864,2,1,3,7,0,572,1958,74,9,OH,Overlook,SplitLevel,Y,Normal,217600
135468,9600,5,7,264,2,0,2,7,0,360,1940,70,9,FL,Stonegate,2Story,Y,Partial,154300
131041,6768,6,8,912,1,0,3,5,0,288,1962,47,9,IL,Hazelton,Townhouse,N,Normal,138900
102972,8450,7,5,1349,2,0,3,6,0,539,1957,77,8,NY,Maplewood,2Story,Y,Normal,298900
771865,12886,5,6,520,2,0,3,6,1,480,1933,78,7,NC,Xavier Park,1Story,Y,Normal,173800
706111,5395,8,5,1337,2,0,2,5,1,462,1965,67,7,TX,Highpoint,SplitLevel,Y,Normal,231400
307231,8963,8,9,1142,3,1,4,11,2,831,1953,65,7,IN,Willowbrook,Townhouse,N,Normal,313300
901035,8795,7,5,952,2,1,4,8,1,554,1936,61,9,WA,Yorkfield,Townhouse,Y,Normal,229000
